ORDER_ID,CUSTOMER_ID,PRODUCT_CATEGORY,REGION,ORDER_DATE,QUANTITY,UNIT_PRICE,TOTAL_SALES,PROFIT
ORD-99,CUST-167,Clothing,South,1/5/23 2:00,1,26.16,,5.22
ORD-100,CUST-380,Electronics,East,1/5/23 3:00,18,78.9,1420.2,395.62
ORD-101,CUST-364,Furniture,East,1/5/23 4:00,12,54.42,653.04,
ORD-102,CUST-215,Clothing,West,1/5/23 5:00,16,89.26,1428.16,324.68
ORD-103,CUST-687,Clothing,East,1/5/23 6:00,10,45.75,457.5,126.76
ORD-104,CUST-274,Grocery,South,1/5/23 7:00,10,34.18,341.8,120.84
ORD-105,CUST-719,Clothing,West,1/5/23 8:00,14,41.28,577.92,152.44
ORD-106,CUST-960,Clothing,North,1/5/23 9:00,10,74.15,741.5,157.76
ORD-107,CUST-700,Clothing,North,1/5/23 10:00,10,59.95,599.5,122.92
ORD-108,CUST-664,Grocery,West,1/5/23 11:00,11,91.38,1005.18,246.09
ORD-109,CUST-74,Clothing,South,1/5/23 12:00,2,64.2,128.4,13.35
ORD-110,CUST-624,Furniture,North,1/5/23 13:00,8,54.37,434.96,103.55
ORD-111,CUST-651,Grocery,North,1/5/23 14:00,7,80.72,565.04,162.11
ORD-112,CUST-176,Furniture,East,1/5/23 15:00,8,95.28,762.24,185.06
ORD-113,CUST-547,Grocery,East,1/5/23 16:00,1,42.03,,4.51
ORD-114,CUST-747,Clothing,South,1/5/23 17:00,2,32.49,64.98,11.41
ORD-115,CUST-251,Furniture,West,1/5/23 18:00,18,65.46,1178.28,308.61
ORD-116,CUST-168,Grocery,South,1/5/23 19:00,15,54.9,823.5,240.23
ORD-117,CUST-474,Electronics,West,1/5/23 20:00,1,99.03,99.03,17.23
ORD-118,CUST-389,Clothing,North,1/5/23 21:00,5,51.61,258.05,69.22
ORD-119,CUST-277,Grocery,East,1/5/23 22:00,2,16.69,33.38,9.1
ORD-120,CUST-948,Electronics,South,1/5/23 23:00,3,97.96,293.88,36.63
ORD-121,CUST-656,Grocery,South,1/6/23 0:00,19,85.92,1632.48,439.39
ORD-122,CUST-705,Electronics,West,1/6/23 1:00,18,26.04,468.72,77.27
ORD-123,CUST-571,Clothing,West,1/6/23 2:00,18,91.41,1645.38,359.76
ORD-124,CUST-225,Furniture,South,1/6/23 3:00,14,40.66,569.24,118.28
ORD-125,CUST-702,Electronics,West,1/6/23 4:00,8,43.94,351.52,81.77
ORD-126,CUST-333,Grocery,South,1/6/23 5:00,12,91.58,1098.96,272.64
ORD-127,CUST-864,Clothing,South,1/6/23 6:00,10,57.71,577.1,108.6
ORD-128,CUST-787,Electronics,South,1/6/23 7:00,17,22.4,380.8,105.73
ORD-129,CUST-795,Grocery,North,1/6/23 8:00,11,43.22,475.42,124.51
ORD-130,CUST-58,Grocery,West,1/6/23 9:00,2,74.99,149.98,38.56
ORD-131,CUST-235,Grocery,East,1/6/23 10:00,4,25.68,102.72,19.69
ORD-132,CUST-842,Electronics,East,1/6/23 11:00,1,63.12,63.12,6.79
ORD-133,CUST-33,Electronics,West,1/6/23 12:00,15,72.57,1088.55,216.02
ORD-134,CUST-825,Electronics,South,1/6/23 13:00,13,40.95,532.35,148.89
ORD-135,CUST-324,Furniture,East,1/6/23 14:00,8,72.45,579.6,80.04
ORD-136,CUST-411,Electronics,East,1/6/23 15:00,4,89.58,358.32,106.25
ORD-137,CUST-275,Electronics,West,1/6/23 16:00,10,52.49,,137.28
ORD-138,CUST-68,Electronics,East,1/6/23 17:00,19,44.46,844.74,204.4
ORD-139,CUST-217,Furniture,South,1/6/23 18:00,18,32.6,586.8,138.15
ORD-140,CUST-936,Electronics,West,1/6/23 19:00,5,64.38,321.9,69.98
ORD-141,CUST-966,Grocery,South,1/6/23 20:00,19,89.19,1694.61,413.71
ORD-142,CUST-581,Electronics,East,1/6/23 21:00,16,39.22,627.52,115.7
ORD-143,CUST-898,Grocery,East,1/6/23 22:00,1,45.66,45.66,12.29
ORD-144,CUST-736,Grocery,South,1/6/23 23:00,12,46.6,559.2,133.8
ORD-145,CUST-323,Grocery,North,1/7/23 0:00,2,60.47,120.94,30.75
ORD-146,CUST-218,Furniture,East,1/7/23 1:00,8,30.56,244.48,63.2
ORD-147,CUST-672,Furniture,North,1/7/23 2:00,18,84,1512,179.04
ORD-148,CUST-512,Furniture,East,1/7/23 3:00,16,36.6,585.6,65.08
ORD-149,CUST-406,Electronics,North,1/7/23 4:00,5,73.48,367.4,95.6
ORD-150,CUST-906,Grocery,North,1/7/23 5:00,13,56.19,730.47,110.94
ORD-151,CUST-937,Furniture,North,1/7/23 6:00,19,62.73,1191.87,257.91
ORD-152,CUST-659,Furniture,South,1/7/23 7:00,3,26.16,78.48,14.81
ORD-153,CUST-470,Electronics,North,1/7/23 8:00,8,76.15,609.2,63.61
ORD-154,CUST-147,Furniture,North,1/7/23 9:00,12,26.98,323.76,34.98
ORD-155,CUST-272,Electronics,North,1/7/23 10:00,2,20.21,40.42,10.73
ORD-156,CUST-143,Clothing,East,1/7/23 11:00,11,59.2,651.2,144.26
ORD-157,CUST-253,Furniture,North,1/7/23 12:00,12,73.84,886.08,181.44
ORD-158,CUST-763,Clothing,East,1/7/23 13:00,18,14.5,261,75.4
ORD-159,CUST-575,Electronics,North,1/7/23 14:00,13,16.25,211.25,28.44
ORD-160,CUST-552,Grocery,North,1/7/23 15:00,5,82.24,411.2,62.34
ORD-161,CUST-270,Furniture,South,1/7/23 16:00,12,82.81,993.72,249.77
ORD-162,CUST-765,Electronics,East,1/7/23 17:00,2,32.08,64.16,16.36
ORD-163,CUST-599,Grocery,North,1/7/23 18:00,5,65.37,326.85,59.15
ORD-164,CUST-439,Grocery,East,1/7/23 19:00,7,49.89,349.23,101.35
ORD-165,CUST-920,Clothing,East,1/7/23 20:00,12,66.94,803.28,231.06
ORD-166,CUST-598,Electronics,West,1/7/23 21:00,16,87.66,1402.56,143.74
ORD-167,CUST-409,Grocery,South,1/7/23 22:00,8,17.19,137.52,18.49
ORD-168,CUST-371,Furniture,South,1/7/23 23:00,9,80.02,720.18,190.16
ORD-169,CUST-225,Furniture,South,1/8/23 0:00,15,54.37,815.55,136.23
ORD-170,CUST-142,Clothing,West,1/8/23 1:00,5,60.77,303.85,36.19
ORD-171,CUST-522,Grocery,West,1/8/23 2:00,13,68.85,895.05,230.03
ORD-172,CUST-506,Electronics,South,1/8/23 3:00,5,93.04,465.2,88.81
ORD-173,CUST-94,Furniture,West,1/8/23 4:00,11,15.1,166.1,32.97
ORD-174,CUST-774,Grocery,West,1/8/23 5:00,10,12.65,126.5,17.37
ORD-175,CUST-49,Grocery,West,1/8/23 6:00,13,26.04,338.52,78.6
ORD-176,CUST-882,Clothing,South,1/8/23 7:00,9,98.78,889.02,186.91
ORD-177,CUST-113,Furniture,South,1/8/23 8:00,14,74.36,1041.04,147.13
ORD-178,CUST-157,Furniture,South,1/8/23 9:00,18,65.32,1175.76,197.61
ORD-179,CUST-643,Electronics,West,1/8/23 10:00,15,14.23,213.45,46.83
ORD-180,CUST-164,Furniture,South,1/8/23 11:00,10,89.12,891.2,253.97
ORD-181,CUST-812,Electronics,West,1/8/23 12:00,7,83.15,582.05,165.35
ORD-182,CUST-697,Furniture,North,1/8/23 13:00,8,69.83,558.64,88.03
ORD-183,CUST-433,Clothing,West,1/8/23 14:00,3,40.52,121.56,30.04
ORD-184,CUST-611,Furniture,East,1/8/23 15:00,15,16.35,245.25,62.56
ORD-185,CUST-66,Electronics,South,1/8/23 16:00,16,62.2,995.2,260.51
ORD-186,CUST-395,Electronics,South,1/8/23 17:00,4,74.77,299.08,64.05
ORD-187,CUST-391,Clothing,East,1/8/23 18:00,6,18.48,110.88,11.32
ORD-188,CUST-611,Furniture,West,1/8/23 19:00,1,67.04,67.04,16.92
ORD-189,CUST-480,Furniture,North,1/8/23 20:00,4,35.77,143.08,17.36
ORD-190,CUST-542,Clothing,East,1/8/23 21:00,11,78.78,866.58,106.91
ORD-191,CUST-258,Furniture,East,1/8/23 22:00,12,58.57,702.84,155.42
ORD-192,CUST-995,Furniture,West,1/8/23 23:00,5,21.61,108.05,32.06
ORD-193,CUST-567,Electronics,South,1/9/23 0:00,16,57.39,918.24,136.37
ORD-194,CUST-882,Furniture,West,1/9/23 1:00,13,45.62,593.06,135.91
ORD-195,CUST-966,Furniture,East,1/9/23 2:00,13,26.23,340.99,54.81
ORD-196,CUST-12,Clothing,East,1/9/23 3:00,17,85.74,1457.58,407.75
ORD-197,CUST-697,Clothing,South,1/9/23 4:00,7,10.99,76.93,16.82
ORD-198,CUST-739,Grocery,South,1/9/23 5:00,8,38.09,304.72,43.12
ORD-199,CUST-118,Electronics,South,1/9/23 6:00,13,11.13,144.69,22.05
ORD-200,CUST-699,Furniture,West,1/9/23 7:00,16,18.64,298.24,55.62
ORD-201,CUST-907,Furniture,South,1/9/23 8:00,4,36.74,146.96,18.28
ORD-202,CUST-550,Grocery,East,1/9/23 9:00,8,14.88,119.04,13.78
ORD-203,CUST-769,Furniture,East,1/9/23 10:00,16,63.7,1019.2,240.54
ORD-204,CUST-274,Electronics,North,1/9/23 11:00,10,17.82,178.2,32.33
ORD-205,CUST-788,Grocery,West,1/9/23 12:00,12,73.15,877.8,215.28
ORD-206,CUST-657,Electronics,North,1/9/23 13:00,12,14.74,176.88,21.58
ORD-207,CUST-349,Grocery,East,1/9/23 14:00,5,15.34,76.7,17.03
ORD-208,CUST-115,Grocery,North,1/9/23 15:00,16,37.48,599.68,113.14
ORD-209,CUST-301,Clothing,East,1/9/23 16:00,1,90.69,90.69,10.12
ORD-210,CUST-446,Electronics,North,1/9/23 17:00,9,67.73,609.57,127.38
ORD-211,CUST-162,Furniture,South,1/9/23 18:00,12,79.31,951.72,110.93
ORD-212,CUST-465,Furniture,North,1/9/23 19:00,5,22.74,113.7,30.19
ORD-213,CUST-4,Electronics,South,1/9/23 20:00,3,85.07,255.21,57.78
ORD-214,CUST-977,Furniture,South,1/9/23 21:00,5,10.73,53.65,11.34
ORD-215,CUST-740,Furniture,West,1/9/23 22:00,2,29.18,58.36,7.39
ORD-216,CUST-897,Electronics,South,1/9/23 23:00,14,65.45,916.3,144.31
ORD-217,CUST-737,Grocery,South,1/10/23 0:00,2,43.77,87.54,17.38
ORD-218,CUST-270,Electronics,North,1/10/23 1:00,13,98.58,1281.54,290.47
ORD-219,CUST-996,Grocery,East,1/10/23 2:00,7,12.73,89.11,12.18
ORD-220,CUST-513,Furniture,West,1/10/23 3:00,10,99.87,,101.64
ORD-221,CUST-781,Furniture,South,1/10/23 4:00,13,66.13,859.69,145.25
ORD-222,CUST-183,Furniture,West,1/10/23 5:00,16,60.28,964.48,189.59
ORD-223,CUST-520,Clothing,North,1/10/23 6:00,14,15.36,215.04,29.44
ORD-224,CUST-935,Grocery,South,1/10/23 7:00,11,34.6,380.6,75.52
ORD-225,CUST-109,Clothing,North,1/10/23 8:00,10,93.22,932.2,156.33
ORD-226,CUST-892,Clothing,West,1/10/23 9:00,6,41.88,251.28,48
ORD-227,CUST-641,Electronics,North,1/10/23 10:00,4,69.55,278.2,47.15
ORD-228,CUST-306,Clothing,West,1/10/23 11:00,1,99.95,99.95,22.56
ORD-229,CUST-862,Electronics,North,1/10/23 12:00,7,33.68,235.76,25.6
ORD-230,CUST-655,Electronics,West,1/10/23 13:00,9,61.85,556.65,74.69
ORD-231,CUST-520,Clothing,East,1/10/23 14:00,8,72.68,581.44,108.47
ORD-232,CUST-624,Grocery,North,1/10/23 15:00,5,24.82,124.1,21.25
ORD-233,CUST-204,Grocery,North,1/10/23 16:00,19,23.38,444.22,79.22
ORD-234,CUST-157,Grocery,East,1/10/23 17:00,10,51.07,510.7,133.17
ORD-235,CUST-383,Grocery,East,1/10/23 18:00,11,44.72,491.92,136.39
ORD-236,CUST-781,Grocery,North,1/10/23 19:00,15,74.28,1114.2,166.83
ORD-237,CUST-166,Clothing,East,1/10/23 20:00,6,16.26,97.56,26.08
ORD-238,CUST-553,Clothing,South,1/10/23 21:00,15,97.49,1462.35,280.42
ORD-239,CUST-977,Furniture,West,1/10/23 22:00,5,11.28,56.4,8.73
ORD-240,CUST-798,Grocery,West,1/10/23 23:00,19,64.12,1218.28,361.94
ORD-241,CUST-945,Clothing,West,1/11/23 0:00,19,60.64,1152.16,457.92
ORD-242,CUST-544,Furniture,South,1/11/23 1:00,10,22.12,221.2,66.11
ORD-243,CUST-941,Grocery,East,1/11/23 2:00,12,23.58,282.96,37.81
ORD-244,CUST-1,Electronics,East,1/11/23 3:00,4,81.34,325.36,41.9
ORD-245,CUST-614,Furniture,North,1/11/23 4:00,18,89.88,1617.84,324.66
ORD-246,CUST-332,Clothing,East,1/11/23 5:00,16,35.47,567.52,129.24
ORD-247,CUST-501,Electronics,North,1/11/23 6:00,8,49.42,395.36,53.06
ORD-248,CUST-20,Electronics,South,1/11/23 7:00,4,41.95,167.8,45.66
ORD-249,CUST-115,Electronics,West,1/11/23 8:00,12,16.53,198.36,40.94
ORD-250,CUST-952,Furniture,West,1/11/23 9:00,2,70.59,141.18,25.72
ORD-251,CUST-372,Clothing,West,1/11/23 10:00,4,84.27,337.08,74.3
ORD-252,CUST-900,Electronics,East,1/11/23 11:00,5,37.44,187.2,42.49
ORD-253,CUST-852,Grocery,North,1/11/23 12:00,3,99.12,297.36,32.28
ORD-254,CUST-827,Electronics,North,1/11/23 13:00,9,16.83,151.47,45.44
ORD-255,CUST-315,Electronics,South,1/11/23 14:00,18,69.56,1252.08,216.34
ORD-256,CUST-246,Furniture,East,1/11/23 15:00,11,50.34,553.74,62.19
ORD-257,CUST-60,Furniture,South,1/11/23 16:00,3,50.19,150.57,40.72
ORD-258,CUST-247,Clothing,North,1/11/23 17:00,2,51.19,102.38,30.57
ORD-259,CUST-900,Grocery,North,1/11/23 18:00,9,33.28,299.52,78.86
ORD-260,CUST-581,Furniture,West,1/11/23 19:00,14,74.4,1041.6,281.62
ORD-261,CUST-970,Electronics,East,1/11/23 20:00,4,74.94,299.76,67.5
ORD-262,CUST-81,Clothing,North,1/11/23 21:00,9,35.42,318.78,90.68
ORD-263,CUST-88,Electronics,West,1/11/23 22:00,13,85.18,1107.34,118.65
ORD-264,CUST-750,Electronics,East,1/11/23 23:00,18,38.52,693.36,175.66
ORD-265,CUST-498,Furniture,South,1/12/23 0:00,15,75.26,1128.9,264.32
ORD-266,CUST-836,Clothing,East,1/12/23 1:00,10,20.89,208.9,22.96
ORD-267,CUST-71,Grocery,East,1/12/23 2:00,16,25.18,402.88,84.12
ORD-268,CUST-779,Grocery,North,1/12/23 3:00,12,38.42,461.04,93.6
ORD-269,CUST-546,Furniture,North,1/12/23 4:00,5,63.45,317.25,75.6
ORD-270,CUST-785,Furniture,East,1/12/23 5:00,2,68.1,136.2,15.73
ORD-271,CUST-129,Clothing,North,1/12/23 6:00,10,45.67,456.7,119.22
ORD-272,CUST-132,Grocery,North,1/12/23 7:00,1,17.01,17.01,2.18
ORD-273,CUST-676,Grocery,North,1/12/23 8:00,7,43.63,305.41,56.11
ORD-274,CUST-487,Grocery,West,1/12/23 9:00,17,71.99,1223.83,338.09
ORD-275,CUST-970,Electronics,West,1/12/23 10:00,16,70.39,1126.24,238.88
ORD-276,CUST-563,Grocery,East,1/12/23 11:00,3,24.42,73.26,12.89
ORD-277,CUST-170,Electronics,North,1/12/23 12:00,14,10.7,149.8,16.42
ORD-278,CUST-272,Clothing,West,1/12/23 13:00,10,77.77,777.7,182.34
ORD-279,CUST-541,Electronics,East,1/12/23 14:00,7,19.57,136.99,40.73
ORD-280,CUST-894,Clothing,North,1/12/23 15:00,17,17.41,295.97,83.57
ORD-281,CUST-622,Grocery,South,1/12/23 16:00,6,10.24,61.44,14.96
ORD-282,CUST-434,Grocery,North,1/12/23 17:00,4,48.93,195.72,23.69
ORD-283,CUST-988,Clothing,North,1/12/23 18:00,17,55.29,939.93,139
ORD-284,CUST-217,Furniture,West,1/12/23 19:00,9,67.39,606.51,83.32
ORD-285,CUST-952,Clothing,East,1/12/23 20:00,4,36.65,146.6,25.08
ORD-286,CUST-553,Furniture,East,1/12/23 21:00,7,73.94,517.58,76.14
ORD-287,CUST-774,Electronics,West,1/12/23 22:00,2,25.24,50.48,7.52
ORD-288,CUST-748,Electronics,North,1/12/23 23:00,17,84.88,1442.96,322.28
ORD-289,CUST-707,Electronics,South,1/13/23 0:00,8,61.47,491.76,80.52
ORD-290,CUST-206,Grocery,North,1/13/23 1:00,15,62.55,938.25,
ORD-291,CUST-731,Electronics,North,1/13/23 2:00,15,28.88,433.2,125.45
ORD-292,CUST-320,Furniture,South,1/13/23 3:00,8,16.67,133.36,30.37
ORD-293,CUST-409,Electronics,West,1/13/23 4:00,16,51.83,829.28,207.59
ORD-294,CUST-688,Clothing,East,1/13/23 5:00,19,65.41,1242.79,311.09
ORD-295,CUST-666,Clothing,West,1/13/23 6:00,11,18.55,204.05,33.9
ORD-296,CUST-383,Grocery,West,1/13/23 7:00,2,95.55,191.1,19.68
ORD-297,CUST-449,Clothing,North,1/13/23 8:00,17,98.24,1670.08,185.39
ORD-298,CUST-922,Furniture,East,1/13/23 9:00,16,59.09,945.44,147.88
ORD-299,CUST-530,Electronics,East,1/13/23 10:00,15,95.51,1432.65,340.84
ORD-300,CUST-463,Grocery,West,1/13/23 11:00,13,26.15,339.95,95.64
ORD-301,CUST-124,Electronics,South,1/13/23 12:00,15,12.29,184.35,53.79
ORD-302,CUST-254,Electronics,West,1/13/23 13:00,4,13.55,54.2,5.7
ORD-303,CUST-231,Furniture,South,1/13/23 14:00,16,62.88,1006.08,299.83
ORD-304,CUST-66,Clothing,East,1/13/23 15:00,12,15.55,186.6,30.7
ORD-305,CUST-347,Clothing,West,1/13/23 16:00,4,96.27,385.08,103.43
ORD-306,CUST-22,Electronics,North,1/13/23 17:00,3,22.77,68.31,9.29
ORD-307,CUST-603,Grocery,West,1/13/23 18:00,17,37.43,636.31,71.64
ORD-308,CUST-568,Clothing,East,1/13/23 19:00,18,84.03,1512.54,265.71
ORD-309,CUST-236,Grocery,North,1/13/23 20:00,18,29.69,534.42,145.25
ORD-310,CUST-603,Clothing,North,1/13/23 21:00,17,31.87,541.79,78.11
ORD-311,CUST-226,Grocery,South,1/13/23 22:00,12,67.81,813.72,106.43
ORD-312,CUST-8,Furniture,North,1/13/23 23:00,4,34.85,139.4,39.31
ORD-313,CUST-73,Grocery,North,1/14/23 0:00,12,29.57,354.84,102.08
ORD-314,CUST-725,Furniture,West,1/14/23 1:00,15,32.88,493.2,50.56
ORD-315,CUST-647,Furniture,East,1/14/23 2:00,16,54.16,866.56,212.73
ORD-316,CUST-61,Grocery,South,1/14/23 3:00,5,96.95,484.75,78.45
ORD-317,CUST-235,Furniture,West,1/14/23 4:00,15,84.9,1273.5,222.79
ORD-318,CUST-70,Electronics,North,1/14/23 5:00,17,35.61,605.37,117.33
ORD-319,CUST-928,Furniture,North,1/14/23 6:00,18,42.7,768.6,142.47
ORD-320,CUST-33,Clothing,South,1/14/23 7:00,5,51.81,259.05,52.59
ORD-321,CUST-881,Grocery,East,1/14/23 8:00,13,98.1,1275.3,276.07
