CUSTOMER_ID,ORDER_ID,REGION,CATEGORY,ORDER_DATE,SHIP_DATE,TOTAL_SALES,PROFIT_MARGIN
CUST-981,ORD-49,South,Clothing,2023-01-03 00:00:00,2023-01-04 00:00:00,341.1,0.39
CUST-782,ORD-50,South,Electronics,2023-01-03 01:00:00,2023-01-04 01:00:00,524.12,0.49
CUST-345,ORD-51,East,Grocery,2023-01-03 02:00:00,2023-01-04 02:00:00,205.58,0.41
CUST-105,ORD-52,South,Furniture,2023-01-03 03:00:00,2023-01-04 03:00:00,807.12,0.26
CUST-95,ORD-53,East,Grocery,2023-01-03 04:00:00,2023-01-04 04:00:00,193.92,0.46
CUST-390,ORD-54,West,Clothing,2023-01-03 05:00:00,2023-01-04 05:00:00,94.12,0.23
CUST-100,ORD-55,East,Electronics,2023-01-03 06:00:00,2023-01-04 06:00:00,441.88,0.29
CUST-368,ORD-56,West,Clothing,2023-01-03 07:00:00,2023-01-04 07:00:00,661.72,0.26
CUST-868,ORD-57,West,Furniture,2023-01-03 08:00:00,2023-01-04 08:00:00,443.34,0.25
CUST-353,ORD-58,North,Furniture,2023-01-03 09:00:00,2023-01-04 09:00:00,283.99,0.4
CUST-619,ORD-59,East,Furniture,2023-01-03 10:00:00,2023-01-04 10:00:00,562.59,0.29
CUST-271,ORD-60,North,Clothing,2023-01-03 11:00:00,2023-01-04 11:00:00,353.53,0.19
CUST-827,ORD-61,East,Grocery,2023-01-03 12:00:00,2023-01-04 12:00:00,933.54,0.17
CUST-45,ORD-62,East,Clothing,2023-01-03 13:00:00,2023-01-04 13:00:00,923.42,0.07
CUST-748,ORD-63,North,Electronics,2023-01-03 14:00:00,2023-01-04 14:00:00,507.35,0.31
CUST-471,ORD-64,North,Grocery,2023-01-03 15:00:00,2023-01-04 15:00:00,334.61,0.15
CUST-550,ORD-65,East,Furniture,2023-01-03 16:00:00,2023-01-04 16:00:00,739.76,0.12
CUST-128,ORD-66,South,Clothing,2023-01-03 17:00:00,2023-01-04 17:00:00,46.35,0.34
CUST-997,ORD-67,West,Furniture,2023-01-03 18:00:00,2023-01-04 18:00:00,240.01,0.36
CUST-945,ORD-68,North,Furniture,2023-01-03 19:00:00,2023-01-04 19:00:00,342.96,0.39
CUST-388,ORD-69,West,Electronics,2023-01-03 20:00:00,2023-01-04 20:00:00,921.33,0.28
CUST-81,ORD-70,South,Grocery,2023-01-03 21:00:00,2023-01-04 21:00:00,10.94,0.45
CUST-566,ORD-71,South,Electronics,2023-01-03 22:00:00,2023-01-04 22:00:00,557.29,0.47
CUST-301,ORD-72,South,Electronics,2023-01-03 23:00:00,2023-01-04 23:00:00,743.26,0.41
CUST-850,ORD-73,North,Electronics,2023-01-04 00:00:00,2023-01-05 00:00:00,490.17,0.34
CUST-644,ORD-74,South,Furniture,2023-01-04 01:00:00,2023-01-05 01:00:00,94.55,0.19
CUST-634,ORD-75,North,Electronics,2023-01-04 02:00:00,2023-01-05 02:00:00,972.74,0.49
CUST-907,ORD-76,South,Electronics,2023-01-04 03:00:00,2023-01-05 03:00:00,522.83,0.17
CUST-883,ORD-77,West,Grocery,2023-01-04 04:00:00,2023-01-05 04:00:00,309.02,0.14
CUST-371,ORD-78,West,Grocery,2023-01-04 05:00:00,2023-01-05 05:00:00,244.24,0.25
CUST-592,ORD-79,East,Electronics,2023-01-04 06:00:00,2023-01-05 06:00:00,488.66,0.08
CUST-197,ORD-80,West,Grocery,2023-01-04 07:00:00,2023-01-05 07:00:00,434.86,0.49
CUST-722,ORD-81,East,Grocery,2023-01-04 08:00:00,2023-01-05 08:00:00,84.15,0.31
CUST-72,ORD-82,West,Electronics,2023-01-04 09:00:00,2023-01-05 09:00:00,115.1,0.3
CUST-47,ORD-83,North,Furniture,2023-01-04 10:00:00,2023-01-05 10:00:00,839.1,0.35
CUST-678,ORD-84,West,Electronics,2023-01-04 11:00:00,2023-01-05 11:00:00,247.42,0.27
CUST-234,ORD-85,East,Grocery,2023-01-04 12:00:00,2023-01-05 12:00:00,203.01,0.06
CUST-792,ORD-86,East,Furniture,2023-01-04 13:00:00,2023-01-05 13:00:00,509.86,0.33
CUST-297,ORD-87,South,Clothing,2023-01-04 14:00:00,2023-01-05 14:00:00,771.06,0.37
CUST-82,ORD-88,North,Furniture,2023-01-04 15:00:00,2023-01-05 15:00:00,71.33,0.24
CUST-876,ORD-89,West,Grocery,2023-01-04 16:00:00,2023-01-05 16:00:00,581.04,0.39
CUST-239,ORD-90,South,Furniture,2023-01-04 17:00:00,2023-01-05 17:00:00,128.02,0.15
CUST-888,ORD-91,West,Electronics,2023-01-04 18:00:00,2023-01-05 18:00:00,46.1,0.15
CUST-104,ORD-92,West,Clothing,2023-01-04 19:00:00,2023-01-05 19:00:00,62.22,0.12
CUST-390,ORD-93,South,Clothing,2023-01-04 20:00:00,2023-01-05 20:00:00,835.82,0.33
CUST-285,ORD-94,South,Clothing,2023-01-04 21:00:00,2023-01-05 21:00:00,126.79,0.43
CUST-465,ORD-95,South,Grocery,2023-01-04 22:00:00,2023-01-05 22:00:00,54.7,0.42
CUST-651,ORD-96,South,Grocery,2023-01-04 23:00:00,2023-01-05 23:00:00,443.52,0.22
CUST-855,ORD-97,South,Clothing,2023-01-05 00:00:00,2023-01-06 00:00:00,845.55,0.32
CUST-374,ORD-98,West,Furniture,2023-01-05 01:00:00,2023-01-06 01:00:00,269.78,0.37
CUST-167,ORD-99,South,Clothing,2023-01-05 02:00:00,2023-01-06 02:00:00,,0.16
CUST-380,ORD-100,North,Furniture,2023-01-05 03:00:00,2023-01-06 03:00:00,49.52,0.13
CUST-364,ORD-101,East,Furniture,2023-01-05 04:00:00,2023-01-06 04:00:00,454.59,
CUST-215,ORD-102,South,Grocery,2023-01-05 05:00:00,2023-01-06 05:00:00,581.84,0.33
CUST-687,ORD-103,South,Furniture,2023-01-05 06:00:00,2023-01-06 06:00:00,575.2,0.49
CUST-274,ORD-104,West,Clothing,2023-01-05 07:00:00,2023-01-06 07:00:00,339.1,0.30000000000000004
CUST-719,ORD-105,South,Grocery,2023-01-05 08:00:00,2023-01-06 08:00:00,322.38,0.37
CUST-960,ORD-106,South,Electronics,2023-01-05 09:00:00,2023-01-06 09:00:00,115.56,0.15
CUST-700,ORD-107,South,Electronics,2023-01-05 10:00:00,2023-01-06 10:00:00,373.13,0.17
CUST-664,ORD-108,West,Grocery,2023-01-05 11:00:00,2023-01-06 11:00:00,108.5,0.28
CUST-74,ORD-109,South,Clothing,2023-01-05 12:00:00,2023-01-06 12:00:00,768.93,0.19
CUST-624,ORD-110,East,Electronics,2023-01-05 13:00:00,2023-01-06 13:00:00,966.61,0.13
CUST-651,ORD-111,West,Electronics,2023-01-05 14:00:00,2023-01-06 14:00:00,970.37,0.17
CUST-176,ORD-112,East,Furniture,2023-01-05 15:00:00,2023-01-06 15:00:00,866.42,0.07
CUST-547,ORD-113,West,Furniture,2023-01-05 16:00:00,2023-01-06 16:00:00,,0.37
CUST-747,ORD-114,South,Clothing,2023-01-05 17:00:00,2023-01-06 17:00:00,703.86,0.27
CUST-251,ORD-115,East,Grocery,2023-01-05 18:00:00,2023-01-06 18:00:00,292.35,0.09
CUST-168,ORD-116,West,Clothing,2023-01-05 19:00:00,2023-01-06 19:00:00,634.46,0.13
CUST-474,ORD-117,North,Grocery,2023-01-05 20:00:00,2023-01-06 20:00:00,461.09,0.1
CUST-389,ORD-118,South,Electronics,2023-01-05 21:00:00,2023-01-06 21:00:00,487.2,0.33
CUST-277,ORD-119,West,Furniture,2023-01-05 22:00:00,2023-01-06 22:00:00,760.2,0.09
CUST-948,ORD-120,North,Clothing,2023-01-05 23:00:00,2023-01-06 23:00:00,289.1,0.39
CUST-656,ORD-121,West,Clothing,2023-01-06 00:00:00,2023-01-07 00:00:00,324.86,0.06
CUST-705,ORD-122,North,Grocery,2023-01-06 01:00:00,2023-01-07 01:00:00,925.4,0.16
CUST-571,ORD-123,South,Grocery,2023-01-06 02:00:00,2023-01-07 02:00:00,65.66,0.45
CUST-225,ORD-124,East,Clothing,2023-01-06 03:00:00,2023-01-07 03:00:00,490.78,0.37
CUST-702,ORD-125,North,Grocery,2023-01-06 04:00:00,2023-01-07 04:00:00,913.67,0.08
CUST-333,ORD-126,West,Clothing,2023-01-06 05:00:00,2023-01-07 05:00:00,614.26,0.42
CUST-864,ORD-127,South,Clothing,2023-01-06 06:00:00,2023-01-07 06:00:00,550.94,0.27
CUST-787,ORD-128,North,Clothing,2023-01-06 07:00:00,2023-01-07 07:00:00,257.25,0.43
CUST-795,ORD-129,West,Electronics,2023-01-06 08:00:00,2023-01-07 08:00:00,349.84,0.32
CUST-58,ORD-130,West,Grocery,2023-01-06 09:00:00,2023-01-07 09:00:00,853.53,0.36
CUST-235,ORD-131,West,Furniture,2023-01-06 10:00:00,2023-01-07 10:00:00,563.63,0.5
CUST-842,ORD-132,North,Furniture,2023-01-06 11:00:00,2023-01-07 11:00:00,519.59,0.15
CUST-33,ORD-133,North,Grocery,2023-01-06 12:00:00,2023-01-07 12:00:00,108.58,0.33
CUST-825,ORD-134,North,Clothing,2023-01-06 13:00:00,2023-01-07 13:00:00,25.87,0.26
CUST-324,ORD-135,East,Furniture,2023-01-06 14:00:00,2023-01-07 14:00:00,964.05,0.07
CUST-411,ORD-136,North,Furniture,2023-01-06 15:00:00,2023-01-07 15:00:00,383.22,0.06
CUST-275,ORD-137,North,Grocery,2023-01-06 16:00:00,2023-01-07 16:00:00,,0.1
CUST-68,ORD-138,North,Furniture,2023-01-06 17:00:00,2023-01-07 17:00:00,88.92,0.34
CUST-217,ORD-139,East,Clothing,2023-01-06 18:00:00,2023-01-07 18:00:00,686.28,0.31
CUST-936,ORD-140,North,Grocery,2023-01-06 19:00:00,2023-01-07 19:00:00,933.24,0.3
CUST-966,ORD-141,West,Clothing,2023-01-06 20:00:00,2023-01-07 20:00:00,579.91,0.06
CUST-581,ORD-142,North,Furniture,2023-01-06 21:00:00,2023-01-07 21:00:00,134.85,0.26
CUST-898,ORD-143,West,Furniture,2023-01-06 22:00:00,2023-01-07 22:00:00,585.9,0.47
CUST-736,ORD-144,West,Clothing,2023-01-06 23:00:00,2023-01-07 23:00:00,768.68,0.23
CUST-323,ORD-145,West,Electronics,2023-01-07 00:00:00,2023-01-08 00:00:00,412.35,0.33
CUST-218,ORD-146,East,Furniture,2023-01-07 01:00:00,2023-01-08 01:00:00,881.04,0.4
CUST-672,ORD-147,East,Electronics,2023-01-07 02:00:00,2023-01-08 02:00:00,652.2,0.4
CUST-512,ORD-148,East,Furniture,2023-01-07 03:00:00,2023-01-08 03:00:00,900.26,0.28
CUST-406,ORD-149,North,Electronics,2023-01-07 04:00:00,2023-01-08 04:00:00,627.27,0.44
CUST-906,ORD-150,West,Electronics,2023-01-07 05:00:00,2023-01-08 05:00:00,139.98,0.23
CUST-937,ORD-151,East,Electronics,2023-01-07 06:00:00,2023-01-08 06:00:00,316.59,0.45
CUST-659,ORD-152,East,Clothing,2023-01-07 07:00:00,2023-01-08 07:00:00,209.78,0.16
CUST-470,ORD-153,North,Electronics,2023-01-07 08:00:00,2023-01-08 08:00:00,909.74,0.18
CUST-147,ORD-154,East,Electronics,2023-01-07 09:00:00,2023-01-08 09:00:00,762.8,0.07
CUST-272,ORD-155,North,Electronics,2023-01-07 10:00:00,2023-01-08 10:00:00,679.63,0.41
CUST-143,ORD-156,South,Furniture,2023-01-07 11:00:00,2023-01-08 11:00:00,307.96,0.24
CUST-253,ORD-157,East,Electronics,2023-01-07 12:00:00,2023-01-08 12:00:00,192.2,0.15
CUST-763,ORD-158,South,Furniture,2023-01-07 13:00:00,2023-01-08 13:00:00,758.89,0.15
CUST-575,ORD-159,North,Electronics,2023-01-07 14:00:00,2023-01-08 14:00:00,479.42,0.46
CUST-552,ORD-160,West,Electronics,2023-01-07 15:00:00,2023-01-08 15:00:00,233.53,0.43
CUST-270,ORD-161,East,Clothing,2023-01-07 16:00:00,2023-01-08 16:00:00,620.46,0.3
CUST-765,ORD-162,North,Furniture,2023-01-07 17:00:00,2023-01-08 17:00:00,49.93,0.33
CUST-599,ORD-163,West,Electronics,2023-01-07 18:00:00,2023-01-08 18:00:00,332.91,0.26
CUST-439,ORD-164,West,Furniture,2023-01-07 19:00:00,2023-01-08 19:00:00,473.87,0.23
CUST-920,ORD-165,South,Furniture,2023-01-07 20:00:00,2023-01-08 20:00:00,156.48,0.46
CUST-598,ORD-166,North,Grocery,2023-01-07 21:00:00,2023-01-08 21:00:00,984.81,0.11
CUST-409,ORD-167,West,Clothing,2023-01-07 22:00:00,2023-01-08 22:00:00,217.01,0.24
CUST-371,ORD-168,East,Clothing,2023-01-07 23:00:00,2023-01-08 23:00:00,139.05,0.21
CUST-225,ORD-169,East,Clothing,2023-01-08 00:00:00,2023-01-09 00:00:00,211.5,0.27
CUST-142,ORD-170,South,Grocery,2023-01-08 01:00:00,2023-01-09 01:00:00,771.37,0.26
CUST-522,ORD-171,West,Grocery,2023-01-08 02:00:00,2023-01-09 02:00:00,431.25,0.28
CUST-506,ORD-172,North,Clothing,2023-01-08 03:00:00,2023-01-09 03:00:00,569.76,0.11
CUST-94,ORD-173,East,Grocery,2023-01-08 04:00:00,2023-01-09 04:00:00,30.8,0.28
CUST-774,ORD-174,West,Grocery,2023-01-08 05:00:00,2023-01-09 05:00:00,44.09,0.16
CUST-49,ORD-175,West,Grocery,2023-01-08 06:00:00,2023-01-09 06:00:00,451.37,0.13
CUST-882,ORD-176,South,Clothing,2023-01-08 07:00:00,2023-01-09 07:00:00,818.49,0.08
CUST-113,ORD-177,East,Clothing,2023-01-08 08:00:00,2023-01-09 08:00:00,886.39,0.39
CUST-157,ORD-178,East,Clothing,2023-01-08 09:00:00,2023-01-09 09:00:00,95.84,0.24
CUST-643,ORD-179,North,Grocery,2023-01-08 10:00:00,2023-01-09 10:00:00,542.98,0.33
CUST-164,ORD-180,East,Clothing,2023-01-08 11:00:00,2023-01-09 11:00:00,914.1,0.38
CUST-812,ORD-181,North,Grocery,2023-01-08 12:00:00,2023-01-09 12:00:00,394.09,0.36
CUST-697,ORD-182,East,Electronics,2023-01-08 13:00:00,2023-01-09 13:00:00,831.27,0.26
CUST-433,ORD-183,South,Grocery,2023-01-08 14:00:00,2023-01-09 14:00:00,142.36,0.22
CUST-611,ORD-184,East,Furniture,2023-01-08 15:00:00,2023-01-09 15:00:00,936.04,0.22
CUST-66,ORD-185,North,Clothing,2023-01-08 16:00:00,2023-01-09 16:00:00,753.91,0.34
CUST-395,ORD-186,North,Clothing,2023-01-08 17:00:00,2023-01-09 17:00:00,941.92,0.27
CUST-391,ORD-187,South,Furniture,2023-01-08 18:00:00,2023-01-09 18:00:00,679.85,0.43
CUST-611,ORD-188,East,Grocery,2023-01-08 19:00:00,2023-01-09 19:00:00,369.77,0.44
CUST-480,ORD-189,East,Electronics,2023-01-08 20:00:00,2023-01-09 20:00:00,938.8,0.13
CUST-542,ORD-190,South,Furniture,2023-01-08 21:00:00,2023-01-09 21:00:00,282.81,0.11
CUST-258,ORD-191,East,Furniture,2023-01-08 22:00:00,2023-01-09 22:00:00,338.85,0.33
CUST-995,ORD-192,East,Grocery,2023-01-08 23:00:00,2023-01-09 23:00:00,703.8,0.19
CUST-567,ORD-193,North,Clothing,2023-01-09 00:00:00,2023-01-10 00:00:00,767.66,0.06
CUST-882,ORD-194,East,Grocery,2023-01-09 01:00:00,2023-01-10 01:00:00,930.11,0.45
CUST-966,ORD-195,East,Furniture,2023-01-09 02:00:00,2023-01-10 02:00:00,212.75,0.15
CUST-12,ORD-196,South,Furniture,2023-01-09 03:00:00,2023-01-10 03:00:00,800.02,0.47
CUST-697,ORD-197,South,Clothing,2023-01-09 04:00:00,2023-01-10 04:00:00,741.16,0.37
CUST-739,ORD-198,West,Clothing,2023-01-09 05:00:00,2023-01-10 05:00:00,73.16,0.39
CUST-118,ORD-199,North,Clothing,2023-01-09 06:00:00,2023-01-10 06:00:00,393.35,0.14
CUST-699,ORD-200,East,Grocery,2023-01-09 07:00:00,2023-01-10 07:00:00,289.94,0.16
CUST-907,ORD-201,East,Clothing,2023-01-09 08:00:00,2023-01-10 08:00:00,311.45,0.28
CUST-550,ORD-202,West,Furniture,2023-01-09 09:00:00,2023-01-10 09:00:00,983.12,0.13
CUST-769,ORD-203,East,Furniture,2023-01-09 10:00:00,2023-01-10 10:00:00,646.35,0.19
CUST-274,ORD-204,North,Electronics,2023-01-09 11:00:00,2023-01-10 11:00:00,720.5,0.19
CUST-788,ORD-205,West,Grocery,2023-01-09 12:00:00,2023-01-10 12:00:00,976.85,0.12
CUST-657,ORD-206,North,Electronics,2023-01-09 13:00:00,2023-01-10 13:00:00,383.43,0.14
CUST-349,ORD-207,West,Furniture,2023-01-09 14:00:00,2023-01-10 14:00:00,803.82,0.4
CUST-115,ORD-208,West,Electronics,2023-01-09 15:00:00,2023-01-10 15:00:00,440.19,0.13
CUST-301,ORD-209,South,Furniture,2023-01-09 16:00:00,2023-01-10 16:00:00,870.84,0.06
CUST-446,ORD-210,North,Electronics,2023-01-09 17:00:00,2023-01-10 17:00:00,188.85,0.33
CUST-162,ORD-211,East,Clothing,2023-01-09 18:00:00,2023-01-10 18:00:00,948.21,0.49
CUST-465,ORD-212,East,Electronics,2023-01-09 19:00:00,2023-01-10 19:00:00,226.58,0.2
CUST-4,ORD-213,North,Clothing,2023-01-09 20:00:00,2023-01-10 20:00:00,332.96,0.1
CUST-977,ORD-214,East,Clothing,2023-01-09 21:00:00,2023-01-10 21:00:00,758.63,0.31
CUST-740,ORD-215,East,Grocery,2023-01-09 22:00:00,2023-01-10 22:00:00,399.82,0.46
CUST-897,ORD-216,North,Clothing,2023-01-09 23:00:00,2023-01-10 23:00:00,612.13,0.4
CUST-737,ORD-217,West,Clothing,2023-01-10 00:00:00,2023-01-11 00:00:00,450.13,0.33
CUST-270,ORD-218,North,Electronics,2023-01-10 01:00:00,2023-01-11 01:00:00,744.95,0.19
CUST-996,ORD-219,West,Furniture,2023-01-10 02:00:00,2023-01-11 02:00:00,236.05,0.29
CUST-513,ORD-220,East,Grocery,2023-01-10 03:00:00,2023-01-11 03:00:00,,0.09
CUST-781,ORD-221,East,Clothing,2023-01-10 04:00:00,2023-01-11 04:00:00,306.93,0.36
CUST-183,ORD-222,East,Grocery,2023-01-10 05:00:00,2023-01-11 05:00:00,479.57,0.38
CUST-520,ORD-223,South,Electronics,2023-01-10 06:00:00,2023-01-11 06:00:00,176.34,0.48
CUST-935,ORD-224,West,Clothing,2023-01-10 07:00:00,2023-01-11 07:00:00,361.25,0.17
CUST-109,ORD-225,South,Electronics,2023-01-10 08:00:00,2023-01-11 08:00:00,405.98,0.06
CUST-892,ORD-226,South,Grocery,2023-01-10 09:00:00,2023-01-11 09:00:00,66.82,0.3
CUST-641,ORD-227,North,Electronics,2023-01-10 10:00:00,2023-01-11 10:00:00,587.47,0.37
CUST-306,ORD-228,South,Grocery,2023-01-10 11:00:00,2023-01-11 11:00:00,885.5,0.41
CUST-862,ORD-229,North,Electronics,2023-01-10 12:00:00,2023-01-11 12:00:00,160.23,0.14
CUST-655,ORD-230,North,Grocery,2023-01-10 13:00:00,2023-01-11 13:00:00,601.83,0.17
CUST-520,ORD-231,South,Furniture,2023-01-10 14:00:00,2023-01-11 14:00:00,668.09,0.28
CUST-624,ORD-232,West,Electronics,2023-01-10 15:00:00,2023-01-11 15:00:00,425.14,0.2
CUST-204,ORD-233,West,Electronics,2023-01-10 16:00:00,2023-01-11 16:00:00,704.09,0.44
CUST-157,ORD-234,West,Furniture,2023-01-10 17:00:00,2023-01-11 17:00:00,416.62,0.26
CUST-383,ORD-235,West,Furniture,2023-01-10 18:00:00,2023-01-11 18:00:00,509.59,0.41
CUST-781,ORD-236,West,Electronics,2023-01-10 19:00:00,2023-01-11 19:00:00,17.28,0.31
CUST-166,ORD-237,South,Furniture,2023-01-10 20:00:00,2023-01-11 20:00:00,694.8,0.4
CUST-553,ORD-238,South,Clothing,2023-01-10 21:00:00,2023-01-11 21:00:00,664.73,0.2
CUST-977,ORD-239,East,Grocery,2023-01-10 22:00:00,2023-01-11 22:00:00,48.02,0.42
CUST-798,ORD-240,West,Grocery,2023-01-10 23:00:00,2023-01-11 23:00:00,374.57,0.17
CUST-945,ORD-241,South,Grocery,2023-01-11 00:00:00,2023-01-12 00:00:00,979.24,0.44999999999999996
CUST-544,ORD-242,East,Clothing,2023-01-11 01:00:00,2023-01-12 01:00:00,426.53,0.15
CUST-941,ORD-243,West,Furniture,2023-01-11 02:00:00,2023-01-12 02:00:00,506.93,0.26
CUST-1,ORD-244,North,Furniture,2023-01-11 03:00:00,2023-01-12 03:00:00,910.83,0.19
CUST-614,ORD-245,East,Electronics,2023-01-11 04:00:00,2023-01-12 04:00:00,720.09,0.17
CUST-332,ORD-246,South,Furniture,2023-01-11 05:00:00,2023-01-12 05:00:00,586.25,0.49
CUST-501,ORD-247,North,Electronics,2023-01-11 06:00:00,2023-01-12 06:00:00,799.83,0.12
CUST-20,ORD-248,North,Clothing,2023-01-11 07:00:00,2023-01-12 07:00:00,865.72,0.4
CUST-115,ORD-249,North,Grocery,2023-01-11 08:00:00,2023-01-12 08:00:00,462.32,0.49
CUST-952,ORD-250,East,Grocery,2023-01-11 09:00:00,2023-01-12 09:00:00,480.36,0.06
CUST-372,ORD-251,South,Grocery,2023-01-11 10:00:00,2023-01-12 10:00:00,392.19,0.36
CUST-900,ORD-252,North,Furniture,2023-01-11 11:00:00,2023-01-12 11:00:00,967.04,0.16
CUST-852,ORD-253,West,Electronics,2023-01-11 12:00:00,2023-01-12 12:00:00,700.19,0.07
CUST-827,ORD-254,North,Electronics,2023-01-11 13:00:00,2023-01-12 13:00:00,92.39,0.23
CUST-315,ORD-255,North,Clothing,2023-01-11 14:00:00,2023-01-12 14:00:00,864.33,0.47
CUST-246,ORD-256,East,Furniture,2023-01-11 15:00:00,2023-01-12 15:00:00,485.75,0.06
CUST-60,ORD-257,East,Clothing,2023-01-11 16:00:00,2023-01-12 16:00:00,78.07,0.31
CUST-247,ORD-258,South,Electronics,2023-01-11 17:00:00,2023-01-12 17:00:00,554.22,0.28
CUST-900,ORD-259,West,Electronics,2023-01-11 18:00:00,2023-01-12 18:00:00,422.99,0.44
CUST-581,ORD-260,East,Grocery,2023-01-11 19:00:00,2023-01-12 19:00:00,878.97,0.09
CUST-970,ORD-261,North,Furniture,2023-01-11 20:00:00,2023-01-12 20:00:00,211.95,0.36
